transaction_id,timestamp,amount,merchant_id,user_id,latitude,longitude,hour,day_of_week,transaction_type,is_fraud,amount_log,is_weekend,is_night
TXN00003116,2026-01-02 05:19:26.689964,42.33694544104403,M1447,U51732,-39.879991790022,-103.91126009078984,5,4,in-store,0,3.769005514645312,0,1
TXN00002121,2025-12-28 16:44:13.689964,21.095246116354378,M3060,U33529,-34.043378900854854,1.5531739319420979,16,6,atm,0,3.0953624775274258,1,0
TXN00005884,2026-01-03 13:39:04.689964,84.95554498402011,M1622,U51952,27.64050160645793,152.6506055531799,13,5,in-store,0,4.453830243814467,1,0
TXN00001587,2025-12-30 21:31:36.689964,53.531715768339225,M8836,U28642,2.391904869569146,-177.55382613630863,21,1,online,0,3.998782473110843,0,0
TXN00005593,2026-01-04 07:52:45.689964,192.00776474200154,M6446,U83502,21.736411521010893,-159.65866053733694,7,6,online,0,5.26273041991945,1,0
TXN00004655,2025-12-29 03:40:53.689964,30.543517685816102,M9272,U91968,-18.962887140240326,-29.19093541345387,3,0,in-store,0,3.451368106254781,0,1
TXN00000044,2025-12-25 23:09:17.689964,81.0420982444452,M6643,U21025,-48.238883769274715,90.7077000215557,23,3,online,0,4.407232508747981,0,1
TXN00001012,2026-01-12 10:53:00.689964,18.837107816017422,M4848,U58000,86.14579605296078,134.05266999066657,10,0,online,0,2.9875543158281124,0,0
TXN00004337,2026-01-13 02:52:44.689964,23.8663727009692,M9377,U68873,14.534779735256507,-131.42354963887067,2,1,in-store,0,3.213516396794887,0,1
TXN00001407,2025-12-29 02:20:37.689964,36.69833821547069,M7322,U21304,-55.35979103497666,-61.50949230068697,2,0,in-store,0,3.6296160143172163,0,1
TXN00006172,2025-12-25 08:44:50.689964,68.55194524157969,M7584,U20371,46.65738558834812,36.13500054875439,8,3,in-store,0,4.242073886944247,0,0
TXN00002086,2025-12-17 18:42:15.689964,42.36140819704073,M2881,U43240,0.1340294764551686,-22.553746213237986,18,2,atm,0,3.7695698334730494,0,0
TXN00002256,2026-01-06 01:54:13.689964,69.67606480614296,M5669,U50452,-25.344126784222553,-37.58762128579218,1,1,in-store,0,4.258106969700938,0,1
TXN00005481,2026-01-03 06:12:07.689964,34.30891012837283,M6012,U83737,18.759578416713282,-178.74073570741155,6,5,online,0,3.564135343657446,1,1
TXN00000830,2025-12-26 06:13:23.689964,186.8989062039602,M6996,U30671,61.994006809679405,135.90078161070056,6,4,in-store,0,5.2359040852420735,0,1
TXN00008860,2025-12-26 08:56:00.689964,42.46622524622619,M7858,U78557,74.3278027135377,-59.13820819409989,8,4,online,0,3.7719842053946446,0,0
TXN00002160,2026-01-08 01:05:21.689964,127.16319299404924,M1499,U31241,40.37301129443921,31.832765890268604,1,3,online,0,4.853304397133053,0,1
TXN00008913,2025-12-16 18:41:57.689964,27.347776171396003,M4234,U67042,29.8614270316056,-32.94117029231194,18,1,online,0,3.3445485851709655,0,0
TXN00000494,2026-01-03 00:25:49.689964,60.72891969220129,M1806,U50001,-9.89184900332424,72.94118745389005,0,5,online,0,4.122752535721343,1,1
TXN00006457,2026-01-10 15:04:52.689964,75.7903168379949,M6945,U65846,-15.672078273115844,-28.77638440789849,15,5,online,0,4.341078549365909,1,0
TXN00005458,2026-01-01 12:27:55.689964,67.32284594691083,M8062,U73017,47.17722070470961,-70.13909814856234,12,3,atm,0,4.224244204744321,0,0
TXN00006199,2025-12-16 09:07:26.689964,29.93101343009975,M9931,U83888,18.15162833797629,74.6114778244008,9,1,online,0,3.431759351439864,0,0
TXN00002294,2025-12-20 08:15:45.689964,122.1512071416951,M1195,U59717,-23.233741171384295,-100.64768108580269,8,5,atm,0,4.813412926724719,1,0
TXN00000255,2025-12-24 06:35:23.689964,14.649453599078901,M1708,U16648,3.1202097263091417,-43.8240162042284,6,2,online,0,2.7504360025797863,0,1
TXN00003855,2025-12-25 09:22:03.689964,166.21277134779604,M1701,U53870,1.4800863038881857,90.69612294745644,9,3,in-store,0,5.119267081392585,0,0
TXN00003170,2025-12-20 17:02:14.689964,168.3292056121272,M1964,U54323,62.07267712835139,-4.786748666545066,17,5,in-store,0,5.1318447823069295,1,0
TXN00002523,2025-12-22 15:07:37.689964,216.6034773677544,M6467,U39985,33.53420263385222,96.06915191528253,15,0,online,0,5.382674495404442,0,0
TXN00001314,2026-01-09 12:24:16.689964,61.69712300659047,M6730,U17784,5.328873731873003,-81.70098881823459,12,4,online,0,4.13831556152377,0,0
TXN00003922,2025-12-15 01:05:27.689964,90.13622677417032,M4611,U91529,-10.186521660951016,79.57289611810182,1,0,in-store,0,4.512355384651424,0,1
TXN00003524,2025-12-29 03:59:41.689964,156.61622817151064,M4420,U51595,47.535620938439536,156.38425128508618,3,0,online,0,5.06016314275408,0,1
TXN00009419,2026-01-09 02:43:38.689964,96.87716018461218,M3965,U64354,-77.03772147732555,-68.25930284073738,2,4,in-store,0,4.58371322491913,0,1
TXN00003400,2025-12-31 02:24:15.689964,73.512956791928,M4065,U59444,-66.04231161070604,30.156443001120834,2,2,online,0,4.3109730269339375,0,1
TXN00007780,2025-12-17 18:59:32.689964,57.966097264690966,M7499,U66494,53.60003330488527,-94.39954630421043,18,2,in-store,0,4.076962656114506,0,0
TXN00004550,2025-12-17 04:54:09.689964,101.9172941507249,M8001,U92677,29.22607713360253,172.33123852477047,4,2,online,0,4.633925696266583,0,1
TXN00001246,2025-12-24 07:10:12.689964,35.67826745163568,M7135,U34751,-88.97611976471214,79.63761260021329,7,2,in-store,0,3.602184412129722,0,0
TXN00003033,2025-12-18 04:11:53.689964,88.79130400382772,M2065,U77056,43.129959732138246,8.684610359038771,4,3,online,0,4.497488133245256,0,1
TXN00001411,2026-01-02 12:33:19.689964,157.7899820931846,M2093,U86085,15.545250814676166,88.82464310689971,12,4,atm,0,5.067582461767577,0,0
TXN00006708,2025-12-20 02:42:05.689964,186.07763750982443,M8188,U53916,-77.0001169040087,-31.727287439818213,2,5,online,0,5.2315237045431,1,1
TXN00007972,2026-01-04 18:11:31.689964,92.73616915295713,M4969,U11149,47.711231588069865,-20.22644956246191,18,6,in-store,0,4.540484124931917,1,0
TXN00009370,2026-01-07 21:39:55.689964,138.3770267250014,M1682,U44723,-14.62933273645936,-81.73842833644694,21,2,online,0,4.93718268363333,0,0
TXN00001507,2026-01-08 03:10:10.689964,119.94298479161611,M6757,U12706,88.23110497531772,-83.35172690113353,3,3,online,0,4.795319234477814,0,1
TXN00004240,2025-12-17 14:27:02.689964,169.23980166017128,M6349,U42761,-46.74222804733104,-101.91818115393919,14,2,in-store,0,5.137208041092517,0,0
TXN00003689,2026-01-12 09:22:22.689964,110.79577519949963,M2198,U41202,48.939776100530025,154.4755898490901,9,0,online,0,4.716673771093738,0,0
TXN00003736,2025-12-15 06:28:42.689964,43.009400284883725,M4039,U69087,29.769592281305762,141.07805658550564,6,0,in-store,0,3.7844032539381462,0,1
TXN00009247,2026-01-08 03:21:33.689964,32.61584066498753,M5145,U68135,58.02582597503306,-79.94179436650222,3,3,atm,0,3.5149974042350194,0,1
TXN00003682,2025-12-28 13:32:52.689964,227.021275918294,M5484,U80736,88.36778933037976,-98.45620471098061,13,6,in-store,0,5.4294389400319405,1,0
TXN00007377,2025-12-18 00:21:57.689964,93.48036415524285,M1236,U17197,-34.204649124329826,49.41231374523369,0,3,atm,0,4.548392026192039,0,1
TXN00009373,2025-12-22 18:42:58.689964,54.38809603522078,M6655,U87371,50.29981436812352,-27.477152682136534,18,0,in-store,0,4.01436469765427,0,0
TXN00007955,2025-12-31 02:12:00.689964,159.78974525051262,M7487,U87948,13.524919389145282,-43.56915786284341,2,2,online,0,5.080097581393554,0,1
TXN00006041,2025-12-18 13:41:58.689964,179.50023603575397,M9679,U25536,24.028011330787592,120.93515741545804,13,3,online,0,5.195732085449388,0,0
TXN00005286,2026-01-01 16:41:28.689964,180.32216890124724,M7677,U15107,83.7713014166541,88.8054788346247,16,3,in-store,0,5.200275387733113,0,0
TXN00003308,2025-12-30 11:23:28.689964,34.07601758000542,M3711,U49702,-29.025216784900408,14.10645150042302,11,1,online,0,3.557517637114538,0,0
TXN00000953,2025-12-25 08:43:26.689964,121.10231765133683,M2200,U65528,-81.62279287830468,104.31559303382329,8,3,atm,0,4.804859362519942,0,0
TXN00007919,2026-01-04 03:27:47.689964,93.3952909574805,M6566,U99642,-21.219031046295214,-51.082394679407884,3,6,online,0,4.5474911879822155,1,1
TXN00009788,2025-12-16 18:39:44.689964,23.41143481096858,M1264,U50451,59.405220397126186,-77.8980209354051,18,1,online,0,3.195051662315618,0,0
TXN00003201,2025-12-31 21:23:47.689964,16.283426022194522,M1695,U31437,16.84860402099686,-102.63438182234138,21,2,online,0,2.8497480088972615,0,0
TXN00002462,2025-12-22 12:14:03.689964,28.756987023781093,M8651,U68250,-34.15933297122132,-123.21283800333939,12,0,in-store,0,3.3930639623590513,0,0
TXN00008436,2025-12-29 02:19:12.689964,48.08986306646963,M9643,U81764,-88.23403855025516,-115.45962399478688,2,0,in-store,0,3.893652558627685,0,1
TXN00003200,2026-01-11 10:50:39.689964,282.08650956621324,M4022,U64380,-80.65849658667643,27.872692942493074,10,6,in-store,0,5.645752538443451,1,0
TXN00008867,2026-01-07 07:33:37.689964,82.90297625817651,M1385,U45327,63.69334346397861,18.547637297398325,7,2,online,0,4.42966108671974,0,0
TXN00007034,2026-01-01 21:10:26.689964,93.43207712858381,M8276,U37196,-69.37883218871133,-32.84413692640996,21,3,online,0,4.547880815523409,0,0
TXN00005742,2026-01-06 14:04:03.689964,106.20956108209454,M9246,U64577,44.891782978844475,84.3043737258053,14,1,in-store,0,4.674785433858225,0,0
TXN00002657,2025-12-23 23:57:04.689964,41.46554329769847,M4399,U53634,89.08095479341424,-141.83865643201244,23,1,in-store,0,3.748693001161633,0,1
TXN00008774,2026-01-04 18:49:22.689964,193.56728455866937,M8007,U60883,33.98603787517611,97.20158877087573,18,6,online,0,5.270778039270717,1,0
TXN00003589,2025-12-27 05:49:11.689964,165.70489576231918,M8461,U27128,-21.548655299782837,174.21401846313393,5,5,online,0,5.116225158025672,1,1
TXN00008857,2025-12-22 21:10:01.689964,246.79097063580562,M5930,U18156,11.375747389202147,163.25255681373426,21,0,online,0,5.512585530418994,0,0
TXN00009957,2026-01-07 03:09:07.689964,1684.2244784319803,M1125,U20462,-83.65265674107357,-83.09036863818191,3,2,in-store,1,7.429654055534603,0,1
TXN00005513,2026-01-10 02:32:54.689964,253.19943376498256,M7748,U19099,62.94467759584691,108.5025075570158,2,5,in-store,0,5.538119131235102,1,1
TXN00001013,2025-12-31 18:08:27.689964,101.79290417720857,M2333,U34652,50.18822088044607,32.68206837167031,18,2,in-store,0,4.632716325125159,0,0
TXN00004930,2025-12-29 14:07:25.689964,66.41019320825193,M6029,U81850,87.99824146590242,-5.468436766574314,14,0,online,0,4.210796241027268,0,0
TXN00004185,2025-12-15 20:03:58.689964,94.77775912502176,M3724,U11734,-48.22038668164032,21.386245875629385,20,0,online,0,4.562030498577102,0,0
TXN00007605,2025-12-19 19:27:53.689964,68.63874097576874,M2740,U87406,1.3140418615649736,116.13786149151906,19,4,online,0,4.2433210356982025,0,0
TXN00006849,2026-01-05 20:18:20.689964,71.52133886705559,M8088,U88218,-17.81912835299221,-23.644882007410047,20,0,in-store,0,4.283880847755054,0,0
TXN00007590,2026-01-06 03:08:41.689964,81.44310081839927,M3040,U52993,18.157480577147027,-150.53772479595625,3,1,in-store,0,4.412108368347406,0,1
TXN00006673,2025-12-14 22:23:52.689964,8.288561182608033,M2117,U88849,-39.61092409851613,-73.47957860232185,22,6,in-store,0,2.228783662747802,1,1
TXN00005211,2026-01-05 11:55:46.689964,144.62940243811047,M6757,U88218,18.365687305435515,-145.62939078629392,11,0,online,0,4.981065055197671,0,0
TXN00008012,2026-01-03 04:08:46.689964,45.818087487283606,M7133,U64394,26.395763202723842,-75.86090525866652,4,5,atm,0,3.8462696130286167,1,1
TXN00007350,2025-12-30 19:42:58.689964,42.77856628807353,M4955,U61980,-30.05329247014678,-22.546881329554225,19,1,in-store,0,3.779144343456008,0,0
TXN00009933,2025-12-25 12:13:46.689964,3354.60921732341,M5095,U91324,-74.33915571700203,-105.72645782026316,12,3,online,1,8.118388617816445,0,0
TXN00008254,2025-12-26 09:18:42.689964,61.74702810933328,M2807,U25936,-0.39961584521046234,77.80348696715805,9,4,atm,0,4.139111216082897,0,0
TXN00004664,2025-12-15 05:30:35.689964,227.19690824123333,M8668,U85187,57.677140612698906,-33.30716957383038,5,0,atm,0,5.430208888875341,0,1
TXN00009805,2025-12-29 05:15:40.689964,5447.376761022436,M4534,U18439,14.255089263503109,93.08469405836257,5,0,online,1,8.603073001279316,0,1
TXN00004872,2025-12-21 16:54:37.689964,44.048681436527666,M9364,U76415,71.90608868164958,-12.99974863633767,16,6,atm,0,3.8077437147364965,1,0
TXN00002254,2025-12-21 15:49:03.689964,10.82286843158273,M2311,U25907,35.231495045831664,-116.4322074366056,15,6,online,0,2.470035658643699,1,0
TXN00009692,2026-01-03 15:10:50.689964,96.48813049959573,M9208,U34117,-78.34180446114156,150.7005186626376,15,5,online,0,4.579730632127388,1,0
TXN00001414,2025-12-31 20:46:48.689964,358.625721965546,M3010,U87997,36.12587779837007,85.85909249464993,20,2,in-store,0,5.885063829420746,0,0
TXN00009218,2026-01-05 06:48:30.689964,97.30837920868576,M5440,U33438,14.980617304482806,-95.01597981969402,6,0,online,0,4.5881092647073345,0,1
TXN00008987,2026-01-07 12:49:52.689964,93.79026835474129,M9156,U79674,10.862496526356281,-8.772927997453223,12,2,in-store,0,4.5516667495057925,0,0
TXN00007862,2025-12-17 21:39:06.689964,124.68241302423297,M5253,U28964,-74.06023464505614,17.12133100003811,21,2,in-store,0,4.833758193510292,0,0
TXN00006760,2025-12-18 20:57:42.689964,237.56953477858417,M4622,U11273,-48.83155107558375,-171.33953517584138,20,3,online,0,5.474660818270142,0,0
TXN00001947,2025-12-21 13:53:00.689964,238.9346168544793,M1081,U39644,-0.2879233808365598,8.566694414020276,13,6,online,0,5.480366456453257,1,0
TXN00009916,2025-12-28 06:21:04.689964,4448.341929311744,M3791,U81074,-43.02560736332352,-169.65457139948242,6,6,in-store,1,8.400511483171265,1,1
TXN00005251,2026-01-10 18:19:23.689964,190.87485385870704,M8433,U68967,-11.10530152762368,-169.46443399113105,18,5,online,0,5.256843356692739,1,0
TXN00006980,2025-12-18 14:42:25.689964,205.55533155488268,M3133,U63990,-57.09562554792946,169.6965174928838,14,3,in-store,0,5.330568325927372,0,0
TXN00002955,2026-01-02 20:05:14.689964,244.93697892532472,M8289,U87225,7.9668039257069125,18.457754651912012,20,4,online,0,5.505075319881446,0,0
TXN00002371,2025-12-29 17:47:18.689964,188.00449330206808,M6897,U98994,4.528612580025097,-33.35027267389171,17,0,in-store,0,5.24177078886206,0,0
TXN00007178,2025-12-27 01:45:58.689964,180.94138631560895,M4221,U63675,86.69650258264949,155.46628088129705,1,5,in-store,0,5.203684581995583,1,1
TXN00006584,2026-01-11 14:10:03.689964,67.52141880022194,M7223,U16362,-65.829965964843,90.41521254231554,14,6,online,0,4.22714637960789,1,0
TXN00006802,2025-12-28 08:07:40.689964,4.981057285481756,M1752,U23357,-32.12461754747258,88.59332452810918,8,6,in-store,0,1.7885973559268942,1,0
TXN00003213,2025-12-28 16:41:55.689964,215.3641791972537,M6712,U21218,46.40831892548184,75.59944580526513,16,6,in-store,0,5.376963002758872,1,0
TXN00006729,2025-12-17 05:30:38.689964,166.583589210841,M5264,U35867,-25.99282906541437,128.34431454171096,5,2,atm,0,5.121482266850762,0,1
TXN00002246,2026-01-03 14:12:21.689964,27.72735644507022,M6930,U71251,-21.40202707332668,-98.69113338995282,14,5,online,0,3.3578498550114233,1,0
TXN00002269,2025-12-30 13:21:12.689964,65.7464963142246,M8835,U32907,11.96131494618669,44.471395167880075,13,1,online,0,4.20090180622819,0,0
TXN00001827,2025-12-27 21:30:41.689964,107.15279069270518,M2430,U51593,-78.25288732872137,133.39598072447848,21,5,online,0,4.683544955974661,1,0
TXN00001888,2025-12-30 16:30:04.689964,59.928789377578994,M4345,U47222,-8.842638347596832,-3.8897761598533975,16,1,in-store,0,4.109705794993242,0,0
TXN00005824,2026-01-07 15:49:29.689964,44.833242053564796,M6864,U18282,57.04128670895773,160.33114767234076,15,2,online,0,3.825009636877947,0,0
TXN00002293,2025-12-27 11:11:01.689964,43.82014587984967,M7945,U63830,-22.62345150893789,54.785863482287596,11,5,online,0,3.8026577231610954,1,0
TXN00000382,2026-01-02 13:20:54.689964,67.93440249338629,M3104,U30060,84.25319055547365,-39.61481119877507,13,4,in-store,0,4.23315536390468,0,0
TXN00009688,2025-12-20 20:13:43.689964,49.64233041760072,M6969,U99624,36.50305647910149,-79.62714179525797,20,5,online,0,3.9247877960819766,1,0
TXN00001855,2025-12-15 17:02:06.689964,50.579488346181265,M9288,U52843,0.4898356118503244,75.72392586674903,17,0,online,0,3.9431240807875056,0,0
TXN00009550,2026-01-12 04:00:52.689964,130.8625972312728,M9634,U99892,-26.838346350178156,-155.62956161359412,4,0,in-store,0,4.881760450376299,0,1
TXN00006787,2026-01-10 14:02:56.689964,184.88918532516556,M1094,U89145,74.02232334520724,98.54491844910649,14,5,online,0,5.2251507183453825,1,0
TXN00001105,2026-01-09 05:34:34.689964,161.2401080162719,M7428,U64513,57.71565851369209,-66.28382409506006,5,4,atm,0,5.089077386183366,0,1
TXN00007117,2025-12-22 16:32:47.689964,81.23546101272825,M4071,U26693,-47.941911673611166,123.12546073111753,16,0,online,0,4.40958660821787,0,0
TXN00005674,2025-12-18 10:31:06.689964,149.3583432660935,M2203,U89123,13.96996282327504,-179.09684105677317,10,3,online,0,5.01302140018684,0,0
TXN00006126,2025-12-20 21:51:37.689964,10.696688228216923,M6783,U59012,47.636683342384714,-10.462111736317837,21,5,in-store,0,2.4593057443180415,1,0
TXN00009952,2025-12-19 13:47:30.689964,3389.412146251885,M5267,U69518,-32.3341343407556,-167.5579612196172,13,4,in-store,1,8.128706770050057,0,0
TXN00008128,2025-12-19 07:46:26.689964,86.39610469826991,M5830,U21005,61.618969306859356,27.951059997355628,7,4,atm,0,4.470450712998597,0,0
TXN00006358,2026-01-11 10:57:42.689964,55.38319880501804,M7899,U64976,62.76072579734529,101.4704213397817,10,6,in-store,0,4.032171220596873,1,0
TXN00007680,2025-12-22 00:20:11.689964,158.24812691179335,M8993,U36612,11.025353251973158,-114.60999964392923,0,0,online,0,5.070463532447737,0,1
TXN00007212,2026-01-12 16:08:45.689964,45.15948561500617,M2382,U94268,-57.78426911127734,-142.37275187025784,16,0,in-store,0,3.832102478615358,0,0
TXN00003222,2026-01-11 13:24:20.689964,205.80727900546955,M5327,U54885,-31.34757952966718,-27.226507765800022,13,6,in-store,0,5.331787340300465,1,0
TXN00004622,2026-01-04 11:44:17.689964,155.5620324374931,M8314,U40611,2.6293158423831073,-85.08232118176066,11,6,online,0,5.053452304847535,1,0
TXN00002680,2025-12-15 21:55:10.689964,52.07328639580988,M9826,U35645,-40.16503232161834,-178.9171341981403,21,0,online,0,3.9716737206019657,0,0
TXN00001044,2026-01-02 16:14:26.689964,15.493456942114303,M7280,U60365,-73.55488728440218,-79.12562705934599,16,4,atm,0,2.8029637532974334,0,0
TXN00007651,2025-12-18 19:38:50.689964,85.92886742226523,M7747,U11887,38.50703067335502,-51.85542116438583,19,3,in-store,0,4.465090168388421,0,0
TXN00001165,2026-01-03 13:21:20.689964,29.31898864020895,M8638,U62653,-21.133167389819178,62.35400638418275,13,5,online,0,3.4117742040242045,1,0
TXN00007659,2025-12-29 10:53:56.689964,63.75160260619391,M5530,U82941,38.00284587844993,137.25371745656366,10,0,online,0,4.170558450948164,0,0
TXN00001263,2025-12-19 11:57:16.689964,105.71657521715785,M2270,U13076,55.152064823639364,-124.55830602643952,11,4,atm,0,4.6701764903588785,0,0
TXN00003059,2026-01-12 10:04:28.689964,200.35732677880955,M4914,U50106,-57.514194703633805,-0.5849286842337449,10,0,online,0,5.30508107490863,0,0
TXN00005151,2025-12-17 12:33:15.689964,94.67108960624127,M2752,U52860,33.18382822469624,124.41583229201302,12,2,online,0,4.56091615884066,0,0
TXN00009408,2025-12-16 21:58:55.689964,245.11315753148386,M9742,U84578,-13.908570086521678,-13.209635303935698,21,1,in-store,0,5.505791420134792,0,0
TXN00005799,2025-12-17 01:01:38.689964,32.763384792893376,M7943,U59993,-72.45792949594934,-77.70865761737065,1,2,online,0,3.519376925155016,0,1
TXN00006872,2026-01-10 18:55:56.689964,70.4873705779384,M3215,U65226,-11.509089823385153,178.37301525183318,18,5,in-store,0,4.2695207988245265,1,0
TXN00004905,2026-01-03 14:10:29.689964,38.4724522769467,M3377,U10761,39.70327825079423,79.17172278136383,14,5,in-store,0,3.6756030178928882,1,0
TXN00008861,2025-12-31 19:35:22.689964,20.221626678715033,M2119,U13580,-79.70538539135161,-8.584534111359034,19,2,online,0,3.0550207880571567,0,0
TXN00002841,2026-01-05 17:25:44.689964,139.79780250507187,M9105,U90867,61.841572585435614,146.0697026188891,17,0,in-store,0,4.947324836393852,0,0
TXN00008981,2026-01-02 00:02:04.689964,162.67808755767444,M6375,U42867,-76.51222454616844,-152.1028671354395,0,4,in-store,0,5.097901618103254,0,1
TXN00005308,2026-01-12 22:37:40.689964,79.0079502745692,M3065,U67719,-84.52286358036307,-64.41364799145765,22,0,atm,0,4.382126008168287,0,1
TXN00006931,2026-01-07 20:41:37.689964,154.0776451552457,M2327,U13160,54.74538403463626,-59.89928444493721,20,2,in-store,0,5.043925927977907,0,0
TXN00005093,2026-01-10 21:32:54.689964,15.219870014427036,M7256,U76032,-22.550092165379198,-95.85464587404523,21,5,online,0,2.7862370347480674,1,0
TXN00006674,2026-01-09 19:11:09.689964,157.6770226407112,M7247,U56025,-46.41826308677329,-4.693763866414656,19,4,online,0,5.0668708321773765,0,0
TXN00002536,2025-12-30 07:29:29.689964,57.04471189144174,M1548,U28099,-13.702546181796393,-52.40599811248944,7,1,in-store,0,4.061213608239766,0,0
TXN00001565,2026-01-04 10:05:06.689964,147.70809006539207,M2328,U17770,-20.802042462752965,-175.20847299696828,10,6,in-store,0,5.0019852572679175,1,0
TXN00009332,2026-01-10 13:32:37.689964,168.65666617120442,M6342,U26784,76.01829238531352,71.37445394297441,13,5,online,0,5.133776784128787,1,0
TXN00008886,2026-01-03 15:01:18.689964,120.25368180302283,M1917,U14690,-36.84086637476379,167.6133340106195,15,5,online,0,4.797884894742329,1,0
TXN00003696,2025-12-27 10:26:52.689964,52.64400786461911,M6672,U33454,-81.64415061958428,6.3310082554666565,10,5,in-store,0,3.982369773456302,1,0
TXN00001027,2025-12-29 13:10:06.689964,161.2412695368916,M4438,U29901,17.259180886085588,69.62889695799348,13,0,in-store,0,5.089084545427008,0,0
TXN00007957,2026-01-03 17:34:33.689964,185.8413271995061,M9909,U22640,86.86978326226011,162.28106093336743,17,5,online,0,5.230259739010017,1,0
TXN00008518,2025-12-25 06:35:40.689964,105.06640483616647,M4206,U69509,81.62932348096948,115.16916617948726,6,3,in-store,0,4.664065358686017,0,1
TXN00006061,2026-01-04 18:35:33.689964,25.58619385158333,M5629,U52332,-12.139145906518195,68.87057142412135,18,6,online,0,3.2803920529099604,1,0
TXN00000301,2025-12-16 18:09:53.689964,142.22219011956935,M1932,U93342,-79.87951515164522,138.3830194986931,18,1,online,0,4.9643972014571895,0,0
TXN00003488,2025-12-17 21:25:40.689964,78.99275329294292,M5437,U79458,-88.97847968651243,-27.790242429232848,21,2,online,0,4.381936046732704,0,0
TXN00008926,2025-12-15 09:53:09.689964,169.24862218227665,M9823,U60728,-2.245064180272138,-94.38534058557421,9,0,in-store,0,5.137259852088073,0,0
TXN00001966,2026-01-06 21:36:44.689964,131.8954433932947,M6285,U19351,45.551348331732044,-133.13932395489402,21,1,atm,0,4.889562679151698,0,0
TXN00001812,2026-01-09 17:57:07.689964,37.077267768644425,M3351,U10935,23.006237232600967,-12.628359937730806,17,4,online,0,3.6396174575760334,0,0
TXN00008377,2025-12-29 12:52:33.689964,154.6874562586956,M7539,U43018,70.0999151107502,-116.8883946993754,12,0,online,0,5.047850512066571,0,0
TXN00001620,2026-01-13 08:59:20.689964,76.05368173712738,M1316,U93399,86.4948902935127,85.0953843771473,8,1,online,0,4.344502344364004,0,0
TXN00009074,2026-01-01 20:06:08.689964,195.5938756360742,M3816,U90472,-48.309897534816926,96.34399263489195,20,3,in-store,0,5.281140055834536,0,0
TXN00006523,2025-12-19 17:06:11.689964,33.37477243634211,M4193,U60284,-43.033236170831096,-98.48137668081063,17,4,online,0,3.537322935931139,0,0
TXN00007867,2025-12-15 10:29:03.689964,98.17706631093553,M4644,U90681,-66.28957247501032,95.41330740130593,10,0,online,0,4.596906801181438,0,0
TXN00005282,2026-01-01 06:57:15.689964,126.7440257162048,M5362,U26599,-43.753524290766705,34.39205121804454,6,3,online,0,4.850028462559394,0,1
TXN00007447,2026-01-09 17:06:00.689964,36.91539403586173,M8631,U25233,14.549806665345812,-90.14077732326807,17,4,in-store,0,3.635357204710309,0,0
TXN00008960,2025-12-21 01:20:38.689964,46.1897574935039,M4622,U64576,-37.44479274456849,-92.35267410229864,1,6,in-store,0,3.85417686678684,1,1
TXN00009120,2025-12-26 09:23:05.689964,136.12527367803037,M7922,U41554,-3.7177611545988043,-147.81212973679746,9,4,atm,0,4.920894914422248,0,0
